Coverage ErrorRate EditDis n Freq
50 0.5 0 3 10968
50 0.5 0 4 3265
50 0.5 0 5 678
50 0.5 0 6 147
50 0.5 0 7 16
50 0.5 2 1 21348
50 0.5 2 2 28961
50 0.5 2 3 31438
50 0.5 2 4 27544
50 0.5 2 5 19798
50 0.5 2 6 12080
50 0.5 2 7 6374
50 0.5 2 8 3139
50 0.5 2 9 1289
50 0.5 2 10 349
50 0.5 2 11 175
50 0.5 2 12 56
50 0.5 2 13 9
50 0.5 2 14 5
50 0.5 2 15 7
50 0.5 2 16 7
50 0.5 4 1 2985
50 0.5 4 2 7751
50 0.5 4 3 14121
50 0.5 4 4 20081
50 0.5 4 5 23818
50 0.5 4 6 24678
50 0.5 4 7 21742
50 0.5 4 8 17481
50 0.5 4 9 12112
50 0.5 4 10 7940
50 0.5 4 11 4431
50 0.5 4 12 2479
50 0.5 4 13 1321
50 0.5 4 14 579
50 0.5 4 15 249
50 0.5 4 16 112
50 0.5 4 17 29
50 0.5 4 18 30
50 0.5 4 19 12
50 0.5 4 20 9
50 0.5 6 1 269
50 0.5 6 2 1058
50 0.5 6 3 2992
50 0.5 6 4 6092
50 0.5 6 5 10346
50 0.5 6 6 14868
50 0.5 6 7 18369
50 0.5 6 8 20780
50 0.5 6 9 20876
50 0.5 6 10 18695
50 0.5 6 11 15638
50 0.5 6 12 11847
50 0.5 6 13 7992
50 0.5 6 14 5294
50 0.5 6 15 3497
50 0.5 6 16 1917
50 0.5 6 17 900
50 0.5 6 18 553
50 0.5 6 19 362
50 0.5 6 20 113
50 0.5 6 21 79
50 0.5 6 22 29
50 0.5 6 23 8
50 0.5 6 24 3
50 1 0 1 42002
50 1 0 2 20442
50 1 0 3 6532
50 1 0 4 1505
50 1 0 5 336
50 1 0 6 35
50 1 2 1 30005
50 1 2 2 33355
50 1 2 3 30098
50 1 2 4 22530
50 1 2 5 14875
50 1 2 6 8108
50 1 2 7 3820
50 1 2 8 1635
50 1 2 9 453
50 1 2 10 194
50 1 2 11 37
50 1 2 12 21
50 1 4 1 5185
50 1 4 2 11356
50 1 4 3 18361
50 1 4 4 23580
50 1 4 5 25112
50 1 4 6 23515
50 1 4 7 19046
50 1 4 8 14320
50 1 4 9 9663
50 1 4 10 5595
50 1 4 11 2900
50 1 4 12 1576
50 1 4 13 685
50 1 4 14 226
50 1 4 15 98
50 1 4 16 60
50 1 4 17 21
50 1 4 19 3
50 1 6 1 529
50 1 6 2 1772
50 1 6 3 4342
50 1 6 4 8471
50 1 6 5 13310
50 1 6 6 17734
50 1 6 7 20244
50 1 6 8 20849
50 1 6 9 19550
50 1 6 10 17325
50 1 6 11 13462
50 1 6 12 9755
50 1 6 13 6508
50 1 6 14 3974
50 1 6 15 2320
50 1 6 16 1215
50 1 6 17 638
50 1 6 18 270
50 1 6 19 131
50 1 6 20 75
50 1 6 21 33
50 1 6 22 7
50 1 6 23 7
50 2 0 1 27090
50 2 0 2 8901
50 2 0 3 1888
50 2 0 4 365
50 2 0 5 60
50 2 0 6 7
50 2 2 1 42189
50 2 2 2 34119
50 2 2 3 23363
50 2 2 4 13629
50 2 2 5 6927
50 2 2 6 3012
50 2 2 7 1200
50 2 2 8 409
50 2 2 9 132
50 2 2 10 38
50 2 2 11 1
50 2 2 12 3
50 2 4 1 11528
50 2 4 2 19771
50 2 4 3 25004
50 2 4 4 27014
50 2 4 5 24189
50 2 4 6 18955
50 2 4 7 13465
50 2 4 8 8653
50 2 4 9 4786
50 2 4 10 2591
50 2 4 11 1294
50 2 4 12 567
50 2 4 13 299
50 2 4 14 97
50 2 4 15 31
50 2 4 16 7
50 2 4 17 10
50 2 6 1 1419
50 2 6 2 4138
50 2 6 3 8407
50 2 6 4 13555
50 2 6 5 18157
50 2 6 6 21249
50 2 6 7 21875
50 2 6 8 20093
50 2 6 9 16893
50 2 6 10 12942
50 2 6 11 9420
50 2 6 12 6064
50 2 6 13 3729
50 2 6 14 2102
50 2 6 15 1162
50 2 6 16 569
50 2 6 17 305
50 2 6 18 132
50 2 6 19 88
50 2 6 20 19
50 2 6 21 11
50 2 6 22 2
50 2 6 23 2
50 4 0 1 8646
50 4 0 2 1284
50 4 0 3 140
50 4 0 4 5
50 4 0 5 12
50 4 2 1 41795
50 4 2 2 20612
50 4 2 3 8762
50 4 2 4 3401
50 4 2 5 1182
50 4 2 6 322
50 4 2 7 87
50 4 2 8 10
50 4 2 9 10
50 4 4 1 29353
50 4 4 2 31308
50 4 4 3 27796
50 4 4 4 20975
50 4 4 5 13939
50 4 4 6 8605
50 4 4 7 4568
50 4 4 8 2330
50 4 4 9 1006
50 4 4 10 395
50 4 4 11 153
50 4 4 12 57
50 4 4 13 21
50 4 4 14 2
50 4 4 15 2
50 4 6 1 7054
50 4 6 2 12802
50 4 6 3 18503
50 4 6 4 22308
50 4 6 5 22976
50 4 6 6 21569
50 4 6 7 17982
50 4 6 8 13694
50 4 6 9 9490
50 4 6 10 6148
50 4 6 11 3558
50 4 6 12 2011
50 4 6 13 1028
50 4 6 14 428
50 4 6 15 207
50 4 6 16 84
50 4 6 17 35
50 4 6 18 17
50 4 6 19 3
